model,date_basis,date,n,pred_top1_ships,true_ships,gallery_day_count,gallery_day_fraction,true_gallery_count_mean,true_ship_max_day_fraction_mean,hit1,hit3,hit5,Score
debug_ensemble_5normal,true_ship_majority_date,2020-07-24,8,3,1,21.0,0.0867768595041322,57.0,0.3684210526315789,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-07-27,18,6,2,69.0,0.2851239669421487,35.0,1.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.08888888888888888
debug_ensemble_5normal,true_ship_majority_date,2020-07-29,30,4,1,28.0,0.1157024793388429,14.0,1.0,0.2,0.8,0.9666666666666667,0.5333333333333333
debug_ensemble_5normal,true_ship_majority_date,2020-07-30,14,7,1,42.0,0.1735537190082644,50.0,0.38,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-07-31,46,13,2,65.0,0.268595041322314,30.782608695652176,0.852437417654809,0.15217391304347827,0.34782608695652173,0.391304347826087,0.25869565217391305
debug_ensemble_5normal,true_ship_majority_date,2020-08-01,44,13,3,74.0,0.0564024390243902,53.40909090909091,0.5353896103896104,0.022727272727272728,0.045454545454545456,0.06818181818181818,0.038636363636363635
debug_ensemble_5normal,true_ship_majority_date,2020-08-03,12,4,1,27.0,0.0205792682926829,23.0,0.5652173913043478,0.0,0.16666666666666666,0.4166666666666667,0.13333333333333333
debug_ensemble_5normal,true_ship_majority_date,2020-08-04,7,6,1,17.0,0.0129573170731707,34.0,0.4117647058823529,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
debug_ensemble_5normal,true_ship_majority_date,2020-08-05,14,6,1,25.0,0.0190548780487804,42.0,0.5952380952380952,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-08-11,20,9,2,56.0,0.0426829268292682,43.5,0.47355769230769235,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-08-13,6,6,1,49.0,0.0373475609756097,28.0,0.35714285714285704,0.0,0.0,0.16666666666666666,0.03333333333333333
debug_ensemble_5normal,true_ship_majority_date,2020-08-14,48,8,4,85.0,0.0647865853658536,28.291666666666668,0.6512326521517698,0.0,0.125,0.3541666666666667,0.10833333333333334
debug_ensemble_5normal,true_ship_majority_date,2020-08-15,15,5,1,43.0,0.0327743902439024,98.0,0.3571428571428571,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-08-18,38,12,3,224.0,0.1707317073170731,52.31578947368421,0.4090489381348107,0.0,0.05263157894736842,0.05263157894736842,0.02631578947368421
debug_ensemble_5normal,true_ship_majority_date,2020-08-19,68,11,5,222.0,0.1692073170731707,91.30882352941177,0.30266864448774256,0.0,0.029411764705882353,0.04411764705882353,0.01764705882352941
debug_ensemble_5normal,true_ship_majority_date,2020-08-21,92,18,5,164.0,0.125,64.48913043478261,0.5569099142519722,0.010869565217391304,0.021739130434782608,0.021739130434782608,0.016304347826086956
debug_ensemble_5normal,true_ship_majority_date,2020-08-22,9,5,1,105.0,0.080030487804878,48.0,0.3125,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-09-25,25,8,1,155.0,0.6681034482758621,106.0,0.2735849056603773,0.0,0.0,0.04,0.008
debug_ensemble_5normal,true_ship_majority_date,2020-09-28,12,1,1,17.0,0.0732758620689655,91.0,0.1868131868131868,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-10-30,90,13,8,275.0,0.6658595641646489,66.15555555555555,0.3216506135502774,0.0,0.0,0.022222222222222223,0.0044444444444444444
debug_ensemble_5normal,true_ship_majority_date,2020-10-31,9,3,1,93.0,0.2251815980629539,28.0,0.5,0.0,0.1111111111111111,0.1111111111111111,0.05555555555555555
debug_ensemble_5normal,true_ship_majority_date,2020-11-04,11,1,1,19.0,0.0421286031042128,65.0,0.24615384615384614,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-11-06,6,2,1,9.0,0.0199556541019955,36.0,0.1666666666666666,0.0,0.0,0.16666666666666666,0.03333333333333333
debug_ensemble_5normal,true_ship_majority_date,2020-11-12,15,1,1,55.0,0.1219512195121951,105.0,0.5238095238095238,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-11-22,13,4,1,38.0,0.0842572062084257,81.0,0.2592592592592592,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-11-23,13,5,1,37.0,0.082039911308204,73.0,0.273972602739726,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-11-24,28,5,1,30.0,0.0665188470066518,181.0,0.0939226519337016,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-11-26,9,1,1,21.0,0.0465631929046563,65.0,0.3230769230769231,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-11-28,6,3,1,32.0,0.0709534368070953,36.0,0.2777777777777778,0.0,0.0,0.16666666666666666,0.03333333333333333
debug_ensemble_5normal,true_ship_majority_date,2020-11-29,7,1,1,17.0,0.03769401330376939,34.0,0.3529411764705882,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285
debug_ensemble_5normal,true_ship_majority_date,2020-11-30,10,2,1,23.0,0.050997782705099706,62.0,0.3548387096774194,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-02,18,2,1,43.0,0.0237437879624516,133.0,0.1729323308270676,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-04,86,16,7,309.0,0.1706239646604086,70.62790697674419,0.47102385335111413,0.011627906976744186,0.023255813953488372,0.023255813953488372,0.01744186046511628
debug_ensemble_5normal,true_ship_majority_date,2020-12-05,28,6,1,107.0,0.0590833793484262,51.0,0.627450980392157,0.0,0.0,0.03571428571428571,0.007142857142857143
debug_ensemble_5normal,true_ship_majority_date,2020-12-06,8,3,1,33.0,0.0182219768083931,52.0,0.173076923076923,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-11,22,9,1,36.0,0.0198785201546107,166.0,0.1265060240963855,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-17,7,2,1,63.0,0.0347874102705687,38.0,0.2631578947368421,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-18,10,1,1,44.0,0.0242959690778575,65.0,0.2307692307692307,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-19,6,1,1,32.0,0.0176697956929873,43.0,0.1395348837209302,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-20,8,4,1,57.0,0.0314743235781336,45.0,0.2888888888888888,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-21,26,7,1,95.0,0.052457205963556,139.0,0.3309352517985611,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-22,23,1,1,59.0,0.0325786858089453,155.0,0.1290322580645161,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-26,66,6,1,80.0,0.0441744892324682,422.0,0.1090047393364928,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-27,5,2,1,80.0,0.0441744892324682,34.0,0.1470588235294117,0.0,0.0,0.4,0.08000000000000002
debug_ensemble_5normal,true_ship_majority_date,2020-12-28,22,1,2,66.0,0.0364439536167863,55.36363636363637,0.3852813852813852,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2020-12-29,40,4,2,93.0,0.051352843732744305,109.725,0.2010025062656641,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-01-02,6,1,1,28.0,0.021164021164021097,43.0,0.3023255813953488,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-01-04,11,5,1,36.0,0.027210884353741402,36.0,0.3888888888888889,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-01-07,7,1,1,97.0,0.07331821617535901,46.0,0.1739130434782608,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-01-08,25,3,3,206.0,0.1557067271352985,42.4,0.48883710407239817,0.0,0.0,0.08,0.016
debug_ensemble_5normal,true_ship_majority_date,2021-01-10,7,1,1,65.0,0.0491307634164777,39.0,0.1794871794871795,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-01-16,6,1,1,44.0,0.0332577475434618,31.0,0.22580645161290316,0.0,0.0,0.16666666666666666,0.03333333333333333
debug_ensemble_5normal,true_ship_majority_date,2021-01-21,20,3,1,47.0,0.0355253212396069,141.0,0.2340425531914893,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-01-22,17,1,1,71.0,0.0536659108087679,62.0,0.2741935483870967,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-01-27,12,1,1,32.0,0.0241874527588813,81.0,0.1481481481481481,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-01-31,13,2,1,47.0,0.0355253212396069,51.0,0.39215686274509803,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-02-01,15,1,1,55.0,0.0603070175438596,72.0,0.2777777777777778,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-02-11,22,8,2,208.0,0.2280701754385964,23.727272727272727,0.8070101941069684,0.0,0.5909090909090909,0.6363636363636364,0.30454545454545456
debug_ensemble_5normal,true_ship_majority_date,2021-02-12,27,4,2,139.0,0.1524122807017544,45.148148148148145,0.4853529487675829,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-02-13,33,6,1,79.0,0.0866228070175438,252.0,0.115079365079365,0.0,0.0,0.0,0.0
debug_ensemble_5normal,true_ship_majority_date,2021-02-14,154,10,3,148.0,0.1622807017543859,38.77922077922078,0.8649834910851861,0.5909090909090909,0.6233766233766234,0.6233766233766234,0.6071428571428572
projection_clip_trainonly,true_ship_majority_date,2020-07-24,8,5,1,21.0,0.0867768595041322,57.0,0.3684210526315789,0.25,0.25,0.25,0.25
projection_clip_trainonly,true_ship_majority_date,2020-07-27,18,11,2,69.0,0.2851239669421487,35.0,1.0,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.1111111111111111
projection_clip_trainonly,true_ship_majority_date,2020-07-29,30,13,1,28.0,0.1157024793388429,14.0,1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
projection_clip_trainonly,true_ship_majority_date,2020-07-30,14,10,1,42.0,0.1735537190082644,50.0,0.38,0.0,0.0,0.21428571428571427,0.04285714285714286
projection_clip_trainonly,true_ship_majority_date,2020-07-31,46,16,2,65.0,0.268595041322314,30.782608695652176,0.852437417654809,0.08695652173913043,0.2391304347826087,0.30434782608695654,0.17608695652173914
projection_clip_trainonly,true_ship_majority_date,2020-08-01,44,19,3,74.0,0.0564024390243902,53.40909090909091,0.5353896103896104,0.022727272727272728,0.11363636363636363,0.20454545454545456,0.08636363636363636
projection_clip_trainonly,true_ship_majority_date,2020-08-03,12,8,1,27.0,0.0205792682926829,23.0,0.5652173913043478,0.0,0.0,0.16666666666666666,0.03333333333333333
projection_clip_trainonly,true_ship_majority_date,2020-08-04,7,6,1,17.0,0.0129573170731707,34.0,0.4117647058823529,0.0,0.0,0.14285714285714285,0.02857142857142857
projection_clip_trainonly,true_ship_majority_date,2020-08-05,14,10,1,25.0,0.0190548780487804,42.0,0.5952380952380952,0.0,0.14285714285714285,0.2857142857142857,0.09999999999999999
projection_clip_trainonly,true_ship_majority_date,2020-08-11,20,10,2,56.0,0.0426829268292682,43.5,0.47355769230769235,0.0,0.1,0.2,0.07
projection_clip_trainonly,true_ship_majority_date,2020-08-13,6,6,1,49.0,0.0373475609756097,28.0,0.35714285714285704,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666
projection_clip_trainonly,true_ship_majority_date,2020-08-14,48,16,4,85.0,0.0647865853658536,28.291666666666668,0.6512326521517698,0.0625,0.125,0.25,0.11875000000000001
projection_clip_trainonly,true_ship_majority_date,2020-08-15,15,5,1,43.0,0.0327743902439024,98.0,0.3571428571428571,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-08-18,38,15,3,224.0,0.1707317073170731,52.31578947368421,0.4090489381348107,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.039473684210526314
projection_clip_trainonly,true_ship_majority_date,2020-08-19,68,23,5,222.0,0.1692073170731707,91.30882352941177,0.30266864448774256,0.014705882352941176,0.014705882352941176,0.029411764705882353,0.01764705882352941
projection_clip_trainonly,true_ship_majority_date,2020-08-21,92,23,5,164.0,0.125,64.48913043478261,0.5569099142519722,0.0,0.0,0.010869565217391304,0.002173913043478261
projection_clip_trainonly,true_ship_majority_date,2020-08-22,9,4,1,105.0,0.080030487804878,48.0,0.3125,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-09-25,25,13,1,155.0,0.6681034482758621,106.0,0.2735849056603773,0.04,0.04,0.08,0.048
projection_clip_trainonly,true_ship_majority_date,2020-09-28,12,3,1,17.0,0.0732758620689655,91.0,0.1868131868131868,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-10-30,90,16,8,275.0,0.6658595641646489,66.15555555555555,0.3216506135502774,0.011111111111111112,0.011111111111111112,0.03333333333333333,0.015555555555555555
projection_clip_trainonly,true_ship_majority_date,2020-10-31,9,5,1,93.0,0.2251815980629539,28.0,0.5,0.0,0.3333333333333333,0.4444444444444444,0.18888888888888888
projection_clip_trainonly,true_ship_majority_date,2020-11-04,11,2,1,19.0,0.0421286031042128,65.0,0.24615384615384614,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-11-06,6,3,1,9.0,0.0199556541019955,36.0,0.1666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.2833333333333333
projection_clip_trainonly,true_ship_majority_date,2020-11-12,15,3,1,55.0,0.1219512195121951,105.0,0.5238095238095238,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-11-22,13,3,1,38.0,0.0842572062084257,81.0,0.2592592592592592,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-11-23,13,4,1,37.0,0.082039911308204,73.0,0.273972602739726,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-11-24,28,6,1,30.0,0.0665188470066518,181.0,0.0939226519337016,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-11-26,9,2,1,21.0,0.0465631929046563,65.0,0.3230769230769231,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-11-28,6,2,1,32.0,0.0709534368070953,36.0,0.2777777777777778,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-11-29,7,1,1,17.0,0.03769401330376939,34.0,0.3529411764705882,0.0,0.14285714285714285,0.2857142857142857,0.09999999999999999
projection_clip_trainonly,true_ship_majority_date,2020-11-30,10,2,1,23.0,0.050997782705099706,62.0,0.3548387096774194,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-02,18,3,1,43.0,0.0237437879624516,133.0,0.1729323308270676,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-04,86,20,7,309.0,0.1706239646604086,70.62790697674419,0.47102385335111413,0.011627906976744186,0.011627906976744186,0.03488372093023256,0.01627906976744186
projection_clip_trainonly,true_ship_majority_date,2020-12-05,28,6,1,107.0,0.0590833793484262,51.0,0.627450980392157,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-06,8,3,1,33.0,0.0182219768083931,52.0,0.173076923076923,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-11,22,7,1,36.0,0.0198785201546107,166.0,0.1265060240963855,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-17,7,1,1,63.0,0.0347874102705687,38.0,0.2631578947368421,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-18,10,2,1,44.0,0.0242959690778575,65.0,0.2307692307692307,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-19,6,2,1,32.0,0.0176697956929873,43.0,0.1395348837209302,0.0,0.0,0.16666666666666666,0.03333333333333333
projection_clip_trainonly,true_ship_majority_date,2020-12-20,8,7,1,57.0,0.0314743235781336,45.0,0.2888888888888888,0.0,0.125,0.25,0.0875
projection_clip_trainonly,true_ship_majority_date,2020-12-21,26,9,1,95.0,0.052457205963556,139.0,0.3309352517985611,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-22,23,2,1,59.0,0.0325786858089453,155.0,0.1290322580645161,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-26,66,10,1,80.0,0.0441744892324682,422.0,0.1090047393364928,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-27,5,3,1,80.0,0.0441744892324682,34.0,0.1470588235294117,0.0,0.0,0.6,0.12
projection_clip_trainonly,true_ship_majority_date,2020-12-28,22,2,2,66.0,0.0364439536167863,55.36363636363637,0.3852813852813852,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2020-12-29,40,4,2,93.0,0.051352843732744305,109.725,0.2010025062656641,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-01-02,6,3,1,28.0,0.021164021164021097,43.0,0.3023255813953488,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-01-04,11,5,1,36.0,0.027210884353741402,36.0,0.3888888888888889,0.0,0.0,0.09090909090909091,0.018181818181818184
projection_clip_trainonly,true_ship_majority_date,2021-01-07,7,2,1,97.0,0.07331821617535901,46.0,0.1739130434782608,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-01-08,25,5,3,206.0,0.1557067271352985,42.4,0.48883710407239817,0.08,0.08,0.08,0.08
projection_clip_trainonly,true_ship_majority_date,2021-01-10,7,1,1,65.0,0.0491307634164777,39.0,0.1794871794871795,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-01-16,6,2,1,44.0,0.0332577475434618,31.0,0.22580645161290316,0.0,0.5,0.6666666666666666,0.2833333333333333
projection_clip_trainonly,true_ship_majority_date,2021-01-21,20,4,1,47.0,0.0355253212396069,141.0,0.2340425531914893,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-01-22,17,2,1,71.0,0.0536659108087679,62.0,0.2741935483870967,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-01-27,12,3,1,32.0,0.0241874527588813,81.0,0.1481481481481481,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-01-31,13,1,1,47.0,0.0355253212396069,51.0,0.39215686274509803,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-02-01,15,1,1,55.0,0.0603070175438596,72.0,0.2777777777777778,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-02-11,22,6,2,208.0,0.2280701754385964,23.727272727272727,0.8070101941069684,0.045454545454545456,0.18181818181818182,0.4090909090909091,0.15909090909090912
projection_clip_trainonly,true_ship_majority_date,2021-02-12,27,6,2,139.0,0.1524122807017544,45.148148148148145,0.4853529487675829,0.0,0.037037037037037035,0.037037037037037035,0.018518518518518517
projection_clip_trainonly,true_ship_majority_date,2021-02-13,33,10,1,79.0,0.0866228070175438,252.0,0.115079365079365,0.0,0.0,0.0,0.0
projection_clip_trainonly,true_ship_majority_date,2021-02-14,154,13,3,148.0,0.1622807017543859,38.77922077922078,0.8649834910851861,0.577922077922078,0.5974025974025974,0.6038961038961039,0.5889610389610389
quick_target100_mel96_f16000,true_ship_majority_date,2020-07-24,8,3,1,21.0,0.0867768595041322,57.0,0.3684210526315789,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-07-27,18,3,2,69.0,0.2851239669421487,35.0,1.0,0.0,0.05555555555555555,0.05555555555555555,0.027777777777777776
quick_target100_mel96_f16000,true_ship_majority_date,2020-07-29,30,5,1,28.0,0.1157024793388429,14.0,1.0,0.13333333333333333,0.8333333333333334,0.9333333333333333,0.5033333333333333
quick_target100_mel96_f16000,true_ship_majority_date,2020-07-30,14,4,1,42.0,0.1735537190082644,50.0,0.38,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-07-31,46,15,2,65.0,0.268595041322314,30.782608695652176,0.852437417654809,0.043478260869565216,0.391304347826087,0.41304347826086957,0.2217391304347826
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-01,44,13,3,74.0,0.0564024390243902,53.40909090909091,0.5353896103896104,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.06363636363636363
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-03,12,4,1,27.0,0.0205792682926829,23.0,0.5652173913043478,0.0,0.08333333333333333,0.5,0.125
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-04,7,4,1,17.0,0.0129573170731707,34.0,0.4117647058823529,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-05,14,4,1,25.0,0.0190548780487804,42.0,0.5952380952380952,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-11,20,8,2,56.0,0.0426829268292682,43.5,0.47355769230769235,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-13,6,4,1,49.0,0.0373475609756097,28.0,0.35714285714285704,0.0,0.0,0.16666666666666666,0.03333333333333333
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-14,48,9,4,85.0,0.0647865853658536,28.291666666666668,0.6512326521517698,0.0,0.0625,0.1875,0.05625000000000001
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-15,15,6,1,43.0,0.0327743902439024,98.0,0.3571428571428571,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-18,38,11,3,224.0,0.1707317073170731,52.31578947368421,0.4090489381348107,0.02631578947368421,0.05263157894736842,0.10526315789473684,0.049999999999999996
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-19,68,20,5,222.0,0.1692073170731707,91.30882352941177,0.30266864448774256,0.0,0.014705882352941176,0.029411764705882353,0.010294117647058823
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-21,92,22,5,164.0,0.125,64.48913043478261,0.5569099142519722,0.043478260869565216,0.05434782608695652,0.05434782608695652,0.04891304347826087
quick_target100_mel96_f16000,true_ship_majority_date,2020-08-22,9,4,1,105.0,0.080030487804878,48.0,0.3125,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-09-25,25,10,1,155.0,0.6681034482758621,106.0,0.2735849056603773,0.0,0.0,0.04,0.008
quick_target100_mel96_f16000,true_ship_majority_date,2020-09-28,12,2,1,17.0,0.0732758620689655,91.0,0.1868131868131868,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-10-30,90,15,8,275.0,0.6658595641646489,66.15555555555555,0.3216506135502774,0.0,0.0,0.022222222222222223,0.0044444444444444444
quick_target100_mel96_f16000,true_ship_majority_date,2020-10-31,9,5,1,93.0,0.2251815980629539,28.0,0.5,0.0,0.2222222222222222,0.4444444444444444,0.15555555555555556
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-04,11,1,1,19.0,0.0421286031042128,65.0,0.24615384615384614,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-06,6,3,1,9.0,0.0199556541019955,36.0,0.1666666666666666,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-12,15,2,1,55.0,0.1219512195121951,105.0,0.5238095238095238,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-22,13,4,1,38.0,0.0842572062084257,81.0,0.2592592592592592,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-23,13,5,1,37.0,0.082039911308204,73.0,0.273972602739726,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-24,28,4,1,30.0,0.0665188470066518,181.0,0.0939226519337016,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-26,9,2,1,21.0,0.0465631929046563,65.0,0.3230769230769231,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-28,6,4,1,32.0,0.0709534368070953,36.0,0.2777777777777778,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-29,7,1,1,17.0,0.03769401330376939,34.0,0.3529411764705882,0.0,0.0,0.14285714285714285,0.02857142857142857
quick_target100_mel96_f16000,true_ship_majority_date,2020-11-30,10,2,1,23.0,0.050997782705099706,62.0,0.3548387096774194,0.0,0.0,0.0,0.0
quick_target100_mel96_f16000,true_ship_majority_date,2020-12-02,18,3,1,43.0,0.0237437879624516,133.0,0.1729323308270676,0.0,0.0,0.0,0.0
